country,year,sex,age,suicides_no,population
Belgium,2000,male,35-54 years,589.0,1511704.0
Belgium,2000,male,5-14 years,4.0,628531.0
Belgium,2000,male,55-74 years,353.0,952563.0
Belgium,2000,male,75+ years,176.0,261961.0
Belgium,2001,female,15-24 years,35.0,612659.0
Belgium,2001,female,25-34 years,55.0,699613.0
Belgium,2001,female,35-54 years,248.0,1495214.0
Belgium,2001,female,5-14 years,4.0,600055.0
Belgium,2001,female,55-74 years,155.0,1070496.0
Belgium,2001,female,75+ years,86.0,496214.0
Belgium,2001,male,15-24 years,118.0,631774.0
Belgium,2001,male,25-34 years,239.0,717487.0
Belgium,2001,male,35-54 years,686.0,1524828.0
Belgium,2001,male,5-14 years,7.0,628591.0
Belgium,2001,male,55-74 years,361.0,961448.0
Belgium,2001,male,75+ years,171.0,271676.0
Belgium,2002,female,15-24 years,24.0,614288.0
Belgium,2002,female,25-34 years,58.0,692308.0
Belgium,2002,female,35-54 years,242.0,1503026.0
Belgium,2002,female,5-14 years,3.0,600964.0
Belgium,2002,female,55-74 years,186.0,1080063.0
Belgium,2002,female,75+ years,66.0,506614.0
Belgium,2002,male,15-24 years,107.0,633971.0
Belgium,2002,male,25-34 years,235.0,708881.0
Belgium,2002,male,35-54 years,636.0,1532542.0
Belgium,2002,male,5-14 years,2.0,628784.0
Belgium,2002,male,55-74 years,344.0,976466.0
Belgium,2002,male,75+ years,173.0,280663.0
Belgium,2003,female,15-24 years,39.0,616806.0
Belgium,2003,female,25-34 years,64.0,687593.0
Belgium,2003,female,35-54 years,218.0,1509017.0
Belgium,2003,female,5-14 years,4.0,600217.0
Belgium,2003,female,55-74 years,169.0,1090130.0
Belgium,2003,female,75+ years,60.0,515520.0
Belgium,2003,male,15-24 years,121.0,636426.0
Belgium,2003,male,25-34 years,221.0,702195.0
Belgium,2003,male,35-54 years,684.0,1538139.0
Belgium,2003,male,5-14 years,8.0,627838.0
Belgium,2003,male,55-74 years,324.0,991219.0
Belgium,2003,male,75+ years,179.0,289022.0
Belgium,2004,female,15-24 years,28.0,620047.0
Belgium,2004,female,25-34 years,55.0,683475.0
Belgium,2004,female,35-54 years,237.0,1515362.0
Belgium,2004,female,5-14 years,6.0,597900.0
Belgium,2004,female,55-74 years,146.0,1099444.0
Belgium,2004,female,75+ years,65.0,525456.0
Belgium,2004,male,15-24 years,124.0,638439.0
Belgium,2004,male,25-34 years,205.0,696334.0
Belgium,2004,male,35-54 years,618.0,1542915.0
Belgium,2004,male,5-14 years,3.0,625132.0
Belgium,2004,male,55-74 years,343.0,1005599.0
Belgium,2004,male,75+ years,157.0,297919.0
Belgium,2005,female,15-24 years,26.0,624077.0
Belgium,2005,female,25-34 years,48.0,681309.0
Belgium,2005,female,35-54 years,236.0,1523342.0
Belgium,2005,female,5-14 years,0.0,595487.0
Belgium,2005,female,55-74 years,173.0,1106872.0
Belgium,2005,female,75+ years,69.0,537786.0
Belgium,2005,male,15-24 years,98.0,641284.0
Belgium,2005,male,25-34 years,195.0,691901.0
Belgium,2005,male,35-54 years,643.0,1549954.0
Belgium,2005,male,5-14 years,1.0,622381.0
Belgium,2005,male,55-74 years,370.0,1018252.0
Belgium,2005,male,75+ years,170.0,308369.0
Belgium,2006,female,15-24 years,27.0,629311.0
Belgium,2006,female,25-34 years,50.0,680859.0
Belgium,2006,female,35-54 years,229.0,1532206.0
Belgium,2006,female,5-14 years,3.0,592596.0
Belgium,2006,female,55-74 years,167.0,1113517.0
Belgium,2006,female,75+ years,64.0,550950.0
Belgium,2006,male,15-24 years,86.0,645841.0
Belgium,2006,male,25-34 years,217.0,689593.0
Belgium,2006,male,35-54 years,616.0,1559144.0
Belgium,2006,male,5-14 years,1.0,619058.0
Belgium,2006,male,55-74 years,333.0,1029722.0
Belgium,2006,male,75+ years,142.0,319905.0
Belgium,2007,female,15-24 years,22.0,635389.0
Belgium,2007,female,25-34 years,40.0,681575.0
Belgium,2007,female,35-54 years,232.0,1540147.0
Belgium,2007,female,5-14 years,1.0,588775.0
Belgium,2007,female,55-74 years,166.0,1122161.0
Belgium,2007,female,75+ years,76.0,563862.0
Belgium,2007,male,15-24 years,91.0,651293.0
Belgium,2007,male,25-34 years,174.0,689694.0
Belgium,2007,male,35-54 years,578.0,1567727.0
Belgium,2007,male,5-14 years,6.0,614877.0
Belgium,2007,male,55-74 years,308.0,1043262.0
Belgium,2007,male,75+ years,163.0,331504.0
Belgium,2008,female,15-24 years,37.0,641708.0
Belgium,2008,female,25-34 years,46.0,684849.0
Belgium,2008,female,35-54 years,225.0,1545151.0
Belgium,2008,female,5-14 years,5.0,586242.0
Belgium,2008,female,55-74 years,165.0,1133712.0
Belgium,2008,female,75+ years,69.0,574334.0
Belgium,2008,male,15-24 years,110.0,657101.0
Belgium,2008,male,25-34 years,177.0,691616.0
Belgium,2008,male,35-54 years,648.0,1573470.0
Belgium,2008,male,5-14 years,3.0,612292.0
Belgium,2008,male,55-74 years,340.0,1058969.0
Belgium,2008,male,75+ years,174.0,341406.0
Belgium,2009,female,15-24 years,34.0,646252.0
Belgium,2009,female,25-34 years,52.0,690235.0
Belgium,2009,female,35-54 years,229.0,1547499.0
Belgium,2009,female,5-14 years,4.0,587237.0
Belgium,2009,female,55-74 years,177.0,1148108.0
Belgium,2009,female,75+ years,58.0,582517.0
Belgium,2009,male,15-24 years,90.0,661817.0
Belgium,2009,male,25-34 years,181.0,694716.0
Belgium,2009,male,35-54 years,645.0,1576175.0
Belgium,2009,male,5-14 years,4.0,613184.0
Belgium,2009,male,55-74 years,366.0,1075825.0
Belgium,2009,male,75+ years,173.0,349801.0
Belgium,2010,female,15-24 years,32.0,647625.0
Belgium,2010,female,25-34 years,50.0,693304.0
Belgium,2010,female,35-54 years,243.0,1548246.0
Belgium,2010,female,5-14 years,2.0,588803.0
Belgium,2010,female,55-74 years,173.0,1156036.0
Belgium,2010,female,75+ years,63.0,586690.0
Belgium,2010,male,15-24 years,98.0,663725.0
Belgium,2010,male,25-34 years,184.0,696461.0
Belgium,2010,male,35-54 years,622.0,1576828.0
Belgium,2010,male,5-14 years,7.0,614697.0
Belgium,2010,male,55-74 years,356.0,1084719.0
Belgium,2010,male,75+ years,183.0,354037.0
Belgium,2011,female,15-24 years,41.0,656675.0
Belgium,2011,female,25-34 years,60.0,707535.0
Belgium,2011,female,35-54 years,247.0,1552522.0
Belgium,2011,female,5-14 years,0.0,597487.0
Belgium,2011,female,55-74 years,185.0,1176009.0
Belgium,2011,female,75+ years,67.0,593364.0
Belgium,2011,male,15-24 years,109.0,676437.0
Belgium,2011,male,25-34 years,163.0,715773.0
Belgium,2011,male,35-54 years,607.0,1587976.0
Belgium,2011,male,5-14 years,5.0,624298.0
Belgium,2011,male,55-74 years,408.0,1105807.0
Belgium,2011,male,75+ years,196.0,361243.0
Belgium,2012,female,15-24 years,28.0,659827.0
Belgium,2012,female,25-34 years,45.0,715195.0
Belgium,2012,female,35-54 years,217.0,1551324.0
Belgium,2012,female,5-14 years,3.0,603232.0
Belgium,2012,female,55-74 years,187.0,1195065.0
Belgium,2012,female,75+ years,61.0,600081.0
Belgium,2012,male,15-24 years,100.0,681023.0
Belgium,2012,male,25-34 years,193.0,723202.0
Belgium,2012,male,35-54 years,617.0,1588342.0
Belgium,2012,male,5-14 years,3.0,630495.0
Belgium,2012,male,55-74 years,381.0,1125706.0
Belgium,2012,male,75+ years,191.0,369145.0
Belgium,2013,female,15-24 years,27.0,656675.0
Belgium,2013,female,25-34 years,47.0,721787.0
Belgium,2013,female,35-54 years,215.0,1546111.0
Belgium,2013,female,5-14 years,2.0,610848.0
Belgium,2013,female,55-74 years,168.0,1221439.0
Belgium,2013,female,75+ years,73.0,605856.0
Belgium,2013,male,15-24 years,91.0,679018.0
Belgium,2013,male,25-34 years,159.0,728918.0
Belgium,2013,male,35-54 years,570.0,1582723.0
Belgium,2013,male,5-14 years,3.0,638399.0
Belgium,2013,male,55-74 years,357.0,1155511.0
Belgium,2013,male,75+ years,183.0,378864.0
Belgium,2014,female,15-24 years,27.0,653625.0
Belgium,2014,female,25-34 years,43.0,724681.0
Belgium,2014,female,35-54 years,231.0,1540001.0
Belgium,2014,female,5-14 years,0.0,615939.0
Belgium,2014,female,55-74 years,177.0,1240549.0
Belgium,2014,female,75+ years,83.0,614412.0
Belgium,2014,male,15-24 years,85.0,675446.0
Belgium,2014,male,25-34 years,168.0,728759.0
Belgium,2014,male,35-54 years,531.0,1576060.0
Belgium,2014,male,5-14 years,4.0,644794.0
Belgium,2014,male,55-74 years,363.0,1176768.0
Belgium,2014,male,75+ years,187.0,387814.0
Belgium,2015,female,15-24 years,21.0,649587.0
Belgium,2015,female,25-34 years,45.0,726357.0
Belgium,2015,female,35-54 years,221.0,1534727.0
Belgium,2015,female,5-14 years,2.0,622189.0
Belgium,2015,female,55-74 years,176.0,1262327.0
Belgium,2015,female,75+ years,87.0,616201.0
Belgium,2015,male,15-24 years,93.0,671971.0
Belgium,2015,male,25-34 years,161.0,728873.0
Belgium,2015,male,35-54 years,529.0,1567729.0
Belgium,2015,male,5-14 years,2.0,651450.0
Belgium,2015,male,55-74 years,353.0,1200170.0
Belgium,2015,male,75+ years,177.0,392775.0
Belize,1980,female,15-24 years,0.0,14500.0
Belize,1980,female,25-34 years,0.0,9700.0
Belize,1980,female,35-54 years,0.0,10800.0
Belize,1980,female,5-14 years,0.0,20100.0
Belize,1980,female,55-74 years,0.0,4900.0
Belize,1980,female,75+ years,0.0,900.0
Belize,1980,male,15-24 years,1.0,14800.0
Belize,1980,male,25-34 years,0.0,9600.0
Belize,1980,male,35-54 years,0.0,10500.0
Belize,1980,male,5-14 years,0.0,20800.0
Belize,1980,male,55-74 years,1.0,4300.0
Belize,1980,male,75+ years,0.0,700.0
Belize,1982,female,15-24 years,0.0,15200.0
Belize,1982,female,25-34 years,0.0,10200.0
Belize,1982,female,35-54 years,0.0,11200.0
Belize,1982,female,5-14 years,0.0,21000.0
Belize,1982,female,55-74 years,0.0,5000.0
Belize,1982,female,75+ years,0.0,900.0
Belize,1982,male,15-24 years,0.0,15500.0
Belize,1982,male,25-34 years,0.0,10100.0
Belize,1982,male,35-54 years,0.0,10900.0
Belize,1982,male,5-14 years,0.0,21700.0
Belize,1982,male,55-74 years,0.0,4400.0
Belize,1982,male,75+ years,0.0,700.0
Belize,1983,female,15-24 years,0.0,15600.0
Belize,1983,female,25-34 years,0.0,10400.0
Belize,1983,female,35-54 years,0.0,11600.0
Belize,1983,female,5-14 years,0.0,21600.0
Belize,1983,female,55-74 years,0.0,5200.0
Belize,1983,female,75+ years,0.0,900.0
Belize,1983,male,15-24 years,0.0,15900.0
Belize,1983,male,25-34 years,0.0,10300.0
Belize,1983,male,35-54 years,0.0,11300.0
Belize,1983,male,5-14 years,0.0,22400.0
Belize,1983,male,55-74 years,0.0,4500.0
Belize,1983,male,75+ years,0.0,700.0
Belize,1984,female,15-24 years,0.0,16300.0
Belize,1984,female,25-34 years,0.0,11300.0
Belize,1984,female,35-54 years,0.0,12100.0
Belize,1984,female,5-14 years,0.0,21300.0
Belize,1984,female,55-74 years,0.0,5200.0
Belize,1984,female,75+ years,0.0,1100.0
Belize,1984,male,15-24 years,0.0,16700.0
Belize,1984,male,25-34 years,0.0,11400.0
Belize,1984,male,35-54 years,1.0,11700.0
Belize,1984,male,5-14 years,0.0,22000.0
Belize,1984,male,55-74 years,0.0,4600.0
Belize,1984,male,75+ years,1.0,800.0
Belize,1986,female,15-24 years,1.0,17800.0
Belize,1986,female,25-34 years,0.0,12200.0
Belize,1986,female,35-54 years,0.0,15500.0
Belize,1986,female,5-14 years,0.0,18300.0
Belize,1986,female,55-74 years,0.0,8100.0
Belize,1986,female,75+ years,0.0,1700.0
Belize,1986,male,15-24 years,1.0,18200.0
Belize,1986,male,25-34 years,1.0,12100.0
Belize,1986,male,35-54 years,0.0,14800.0
Belize,1986,male,5-14 years,0.0,18900.0
Belize,1986,male,55-74 years,0.0,7600.0
Belize,1986,male,75+ years,0.0,1600.0
Belize,1987,female,15-24 years,0.0,18791.0
Belize,1987,female,25-34 years,0.0,11413.0
Belize,1987,female,35-54 years,0.0,10635.0
Belize,1987,female,5-14 years,0.0,23345.0
Belize,1987,female,55-74 years,0.0,5789.0
Belize,1987,female,75+ years,0.0,1535.0
Belize,1987,male,15-24 years,1.0,18966.0
Belize,1987,male,25-34 years,2.0,11815.0
Belize,1987,male,35-54 years,1.0,10860.0
Belize,1987,male,5-14 years,0.0,23793.0
Belize,1987,male,55-74 years,0.0,5866.0
Belize,1987,male,75+ years,0.0,1261.0
Belize,1989,female,15-24 years,0.0,19271.0
Belize,1989,female,25-34 years,0.0,12799.0
Belize,1989,female,35-54 years,0.0,11526.0
Belize,1989,female,5-14 years,0.0,24677.0
Belize,1989,female,55-74 years,0.0,6024.0
Belize,1989,female,75+ years,0.0,1658.0
Belize,1989,male,15-24 years,1.0,19396.0
Belize,1989,male,25-34 years,0.0,13293.0
Belize,1989,male,35-54 years,0.0,11805.0
Belize,1989,male,5-14 years,0.0,25197.0
Belize,1989,male,55-74 years,0.0,6087.0
Belize,1989,male,75+ years,0.0,1355.0
Belize,1990,female,15-24 years,1.0,20100.0
Belize,1990,female,25-34 years,0.0,13100.0
Belize,1990,female,35-54 years,0.0,11000.0
Belize,1990,female,5-14 years,0.0,26200.0
Belize,1990,female,55-74 years,0.0,6100.0
Belize,1990,female,75+ years,0.0,1700.0
Belize,1990,male,15-24 years,0.0,20300.0
Belize,1990,male,25-34 years,0.0,13500.0
Belize,1990,male,35-54 years,1.0,11300.0
Belize,1990,male,5-14 years,0.0,26900.0
Belize,1990,male,55-74 years,1.0,6300.0
Belize,1990,male,75+ years,0.0,1500.0
Belize,1991,female,15-24 years,0.0,20600.0
Belize,1991,female,25-34 years,0.0,13700.0
Belize,1991,female,35-54 years,0.0,11400.0
Belize,1991,female,5-14 years,0.0,26500.0
Belize,1991,female,55-74 years,0.0,6300.0
Belize,1991,female,75+ years,0.0,1800.0
Belize,1991,male,15-24 years,0.0,20800.0
Belize,1991,male,25-34 years,0.0,14200.0
Belize,1991,male,35-54 years,1.0,11700.0
Belize,1991,male,5-14 years,0.0,27200.0
Belize,1991,male,55-74 years,1.0,6500.0
Belize,1991,male,75+ years,0.0,1500.0
Belize,1993,female,15-24 years,0.0,21900.0
Belize,1993,female,25-34 years,0.0,15000.0
Belize,1993,female,35-54 years,0.0,12200.0
Belize,1993,female,5-14 years,0.0,27100.0
Belize,1993,female,55-74 years,0.0,6600.0
Belize,1993,female,75+ years,0.0,1800.0
Belize,1993,male,15-24 years,0.0,22100.0
Belize,1993,male,25-34 years,1.0,15400.0
Belize,1993,male,35-54 years,0.0,12700.0
Belize,1993,male,5-14 years,0.0,27800.0
Belize,1993,male,55-74 years,0.0,6600.0
Belize,1993,male,75+ years,0.0,1600.0
Belize,1994,female,15-24 years,0.0,19476.0
Belize,1994,female,25-34 years,0.0,15024.0
Belize,1994,female,35-54 years,0.0,14336.0
Belize,1994,female,5-14 years,0.0,27520.0
Belize,1994,female,55-74 years,0.0,6622.0
Belize,1994,female,75+ years,1.0,1912.0
Belize,1994,male,15-24 years,0.0,19565.0
Belize,1994,male,25-34 years,2.0,15207.0
Belize,1994,male,35-54 years,3.0,14798.0
Belize,1994,male,5-14 years,0.0,28130.0
Belize,1994,male,55-74 years,1.0,6725.0
Belize,1994,male,75+ years,1.0,1559.0
Belize,1995,female,15-24 years,1.0,23300.0
Belize,1995,female,25-34 years,0.0,16200.0
Belize,1995,female,35-54 years,0.0,13500.0
Belize,1995,female,5-14 years,0.0,27700.0
Belize,1995,female,55-74 years,0.0,6800.0
Belize,1995,female,75+ years,0.0,1900.0
Belize,1995,male,15-24 years,4.0,23500.0
Belize,1995,male,25-34 years,4.0,16500.0
Belize,1995,male,35-54 years,3.0,14000.0
Belize,1995,male,5-14 years,0.0,28600.0
Belize,1995,male,55-74 years,1.0,6900.0
Belize,1995,male,75+ years,1.0,1600.0
Belize,1996,female,15-24 years,0.0,21162.0
Belize,1996,female,25-34 years,0.0,15534.0
Belize,1996,female,35-54 years,0.0,15980.0
Belize,1996,female,5-14 years,0.0,28406.0
Belize,1996,female,55-74 years,0.0,6877.0
Belize,1996,female,75+ years,0.0,1943.0
Belize,1996,male,15-24 years,3.0,21349.0
Belize,1996,male,25-34 years,1.0,15597.0
Belize,1996,male,35-54 years,2.0,16479.0
Belize,1996,male,5-14 years,0.0,29036.0
Belize,1996,male,55-74 years,2.0,6971.0
Belize,1996,male,75+ years,0.0,1592.0
Belize,1997,female,15-24 years,0.0,22352.0
Belize,1997,female,25-34 years,0.0,16191.0
Belize,1997,female,35-54 years,0.0,16844.0
Belize,1997,female,5-14 years,0.0,28944.0
Belize,1997,female,55-74 years,0.0,6984.0
Belize,1997,female,75+ years,0.0,1927.0
Belize,1997,male,15-24 years,0.0,22608.0
Belize,1997,male,25-34 years,0.0,16263.0
Belize,1997,male,35-54 years,1.0,17332.0
Belize,1997,male,5-14 years,0.0,29561.0
Belize,1997,male,55-74 years,0.0,7048.0
Belize,1997,male,75+ years,0.0,1596.0
Belize,1998,female,15-24 years,0.0,23436.0
Belize,1998,female,25-34 years,0.0,17071.0
Belize,1998,female,35-54 years,1.0,17756.0
Belize,1998,female,5-14 years,0.0,29659.0
Belize,1998,female,55-74 years,0.0,7114.0
Belize,1998,female,75+ years,0.0,1908.0
Belize,1998,male,15-24 years,2.0,23745.0
Belize,1998,male,25-34 years,4.0,17191.0
Belize,1998,male,35-54 years,3.0,18222.0
Belize,1998,male,5-14 years,0.0,30264.0
Belize,1998,male,55-74 years,2.0,7143.0
Belize,1998,male,75+ years,0.0,1599.0
Belize,1999,female,15-24 years,0.0,24324.0
Belize,1999,female,25-34 years,0.0,18117.0
Belize,1999,female,35-54 years,0.0,18620.0
Belize,1999,female,5-14 years,0.0,30523.0
Belize,1999,female,55-74 years,0.0,7250.0
Belize,1999,female,75+ years,0.0,1881.0
Belize,1999,male,15-24 years,8.0,24667.0
Belize,1999,male,25-34 years,4.0,18320.0
Belize,1999,male,35-54 years,5.0,19046.0
Belize,1999,male,5-14 years,1.0,31113.0
Belize,1999,male,55-74 years,0.0,7244.0
Belize,1999,male,75+ years,0.0,1594.0
Belize,2000,female,15-24 years,2.0,25007.0
Belize,2000,female,25-34 years,0.0,19240.0
Belize,2000,female,35-54 years,2.0,19422.0
Belize,2000,female,5-14 years,0.0,31492.0
Belize,2000,female,55-74 years,0.0,7396.0
Belize,2000,female,75+ years,0.0,1850.0
Belize,2000,male,15-24 years,3.0,25358.0
Belize,2000,male,25-34 years,4.0,19529.0
Belize,2000,male,35-54 years,4.0,19811.0
Belize,2000,male,5-14 years,0.0,32066.0
Belize,2000,male,55-74 years,2.0,7345.0
Belize,2000,male,75+ years,1.0,1593.0
Belize,2001,female,15-24 years,1.0,25712.0
Belize,2001,female,25-34 years,1.0,20224.0
Belize,2001,female,35-54 years,0.0,20365.0
Belize,2001,female,5-14 years,0.0,32384.0
Belize,2001,female,55-74 years,0.0,7453.0
Belize,2001,female,75+ years,0.0,1863.0
Belize,2001,male,15-24 years,5.0,26072.0
Belize,2001,male,25-34 years,7.0,20518.0
Belize,2001,male,35-54 years,3.0,20736.0
Belize,2001,male,5-14 years,0.0,32991.0
Belize,2001,male,55-74 years,1.0,7334.0
Belize,2001,male,75+ years,1.0,1627.0
Belize,2002,female,15-24 years,2.0,26384.0
Belize,2002,female,25-34 years,0.0,21060.0
Belize,2002,female,35-54 years,2.0,21387.0
Belize,2002,female,5-14 years,1.0,33244.0
Belize,2002,female,55-74 years,0.0,7500.0
Belize,2002,female,75+ years,0.0,1868.0
Belize,2002,male,15-24 years,1.0,26756.0
Belize,2002,male,25-34 years,1.0,21346.0
Belize,2002,male,35-54 years,6.0,21743.0
Belize,2002,male,5-14 years,0.0,33881.0
Belize,2002,male,55-74 years,1.0,7320.0
Belize,2002,male,75+ years,0.0,1647.0
Belize,2003,female,15-24 years,2.0,27064.0
Belize,2003,female,25-34 years,1.0,21751.0
Belize,2003,female,35-54 years,1.0,22539.0
Belize,2003,female,5-14 years,0.0,34082.0
Belize,2003,female,55-74 years,0.0,7550.0
Belize,2003,female,75+ years,0.0,1860.0
Belize,2003,male,15-24 years,1.0,27456.0
Belize,2003,male,25-34 years,3.0,22006.0
Belize,2003,male,35-54 years,2.0,22882.0
Belize,2003,male,5-14 years,1.0,34739.0
Belize,2003,male,55-74 years,1.0,7309.0
Belize,2003,male,75+ years,0.0,1652.0
Belize,2004,female,15-24 years,0.0,27773.0
Belize,2004,female,25-34 years,0.0,22347.0
Belize,2004,female,35-54 years,0.0,23865.0
Belize,2004,female,5-14 years,0.0,34909.0
Belize,2004,female,55-74 years,1.0,7609.0
Belize,2004,female,75+ years,0.0,1841.0
Belize,2004,male,15-24 years,7.0,28175.0
Belize,2004,male,25-34 years,4.0,22560.0
Belize,2004,male,35-54 years,5.0,24197.0
Belize,2004,male,5-14 years,0.0,35566.0
Belize,2004,male,55-74 years,3.0,7316.0
Belize,2004,male,75+ years,0.0,1633.0
Belize,2005,female,15-24 years,1.0,28506.0
Belize,2005,female,25-34 years,0.0,22905.0
Belize,2005,female,35-54 years,0.0,25383.0
Belize,2005,female,5-14 years,0.0,35738.0
Belize,2005,female,55-74 years,0.0,7700.0
Belize,2005,female,75+ years,0.0,1808.0
Belize,2005,male,15-24 years,3.0,28904.0
Belize,2005,male,25-34 years,5.0,23067.0
Belize,2005,male,35-54 years,2.0,25696.0
Belize,2005,male,5-14 years,1.0,36381.0
Belize,2005,male,55-74 years,0.0,7350.0
Belize,2005,male,75+ years,0.0,1582.0
Belize,2006,female,15-24 years,1.0,29322.0
Belize,2006,female,25-34 years,0.0,23214.0
Belize,2006,female,35-54 years,0.0,27049.0
Belize,2006,female,5-14 years,1.0,36453.0
Belize,2006,female,55-74 years,0.0,8095.0
Belize,2006,female,75+ years,0.0,1920.0
Belize,2006,male,15-24 years,3.0,29465.0
Belize,2006,male,25-34 years,1.0,23131.0
Belize,2006,male,35-54 years,4.0,27451.0
Belize,2006,male,5-14 years,1.0,37049.0
Belize,2006,male,55-74 years,0.0,7990.0
Belize,2006,male,75+ years,0.0,1687.0
Belize,2007,female,15-24 years,1.0,30151.0
Belize,2007,female,25-34 years,0.0,23636.0
Belize,2007,female,35-54 years,1.0,28664.0
Belize,2007,female,5-14 years,0.0,37069.0
